running mpi ljmd with 108 particles
Running with OpenMPI using 1 process
LJMD version 1.300
Startup time: 0.0089530945s
Starting simulation with 108 atoms for 10000 steps.
     NFI            TEMP            EKIN                 EPOT              ETOT
    4000          52.04615322          16.59994753        -153.99291518        -137.39296764
    4100          56.74504930          18.09864482        -155.56952938        -137.47088456
    4200          51.99335556          16.58310790        -154.04124980        -137.45814190
    4300          51.52271630          16.43299907        -153.89540706        -137.46240799
    4400          53.07195803          16.92712457        -154.36661913        -137.43949456
    4500          55.29733878          17.63690236        -155.00598193        -137.36907957
    4600          50.49897256          16.10647941        -153.47151334        -137.36503394
    4700          54.79145714          17.47555309        -154.82086985        -137.34531676
    4800          51.48567339          16.42118436        -153.86450895        -137.44332460
    4900          44.23795368          14.10954825        -151.46148882        -137.35194057
    5000          52.31708887          16.68636156        -154.08355782        -137.39719626
    5100          51.99084019          16.58230563        -153.94023049        -137.35792486
    5200          49.63874464          15.83211257        -153.18568106        -137.35356849
    5300          52.64499933          16.79094751        -154.17245061        -137.38150310
    5400          54.32622811          17.32716984        -154.69721564        -137.37004580
    5500          49.96564323          15.93637579        -153.31734770        -137.38097191
    5600          50.94713635          16.24941976        -153.56906303        -137.31964327
    5700          50.14625396          15.99398098        -153.39922007        -137.40523909
    5800          54.15822568          17.27358602        -154.66741927        -137.39383325
    5900          53.07814081          16.92909655        -154.37784827        -137.44875172
    6000          51.80144682          16.52189924        -153.96623931        -137.44434006
    6100          53.49077740          17.06070561        -154.51670046        -137.45599484
    6200          52.11248499          16.62110383        -153.98623963        -137.36513579
    6300          47.86718916          15.26708084        -152.60833224        -137.34125140
    6400          46.09777192          14.70273110        -152.09082113        -137.38809004
    6500          53.86616210          17.18043332        -154.52671778        -137.34628446
    6600          53.70982431          17.13056990        -154.53162061        -137.40105071
    6700          53.66869380          17.11745146        -154.50323097        -137.38577951
    6800          55.35567692          17.65550911        -155.09565234        -137.44014322
    6900          54.73620306          17.45792999        -154.85533552        -137.39740553
    7000          48.25113059          15.38953768        -152.89633964        -137.50680196
    7100          54.50485040          17.38414083        -154.84886435        -137.46472352
    7200          50.29180908          16.04040530        -153.51301330        -137.47260800
    7300          51.49690870          16.42476782        -153.95174761        -137.52697979
    7400          54.07921018          17.24838429        -154.61219165        -137.36380736
    7500          58.56371400          18.67870188        -156.02399814        -137.34529627
    7600          55.82584024          17.80546614        -155.25480486        -137.44933872
    7700          52.71486932          16.81323231        -154.27013519        -137.45690288
    7800          55.91942423          17.83531444        -155.23004780        -137.39473336
    7900          53.96423029          17.21171184        -154.56414388        -137.35243204
    8000          54.71767512          17.45202056        -154.76896215        -137.31694158
    8100          54.67635082          17.43884031        -154.81409366        -137.37525335
    8200          53.05627878          16.92212372        -154.34376628        -137.42164256
    8300          55.33651359          17.64939704        -155.04756067        -137.39816363
    8400          50.63814921          16.15086934        -153.48976664        -137.33889730
    8500          56.27825750          17.94976312        -155.30528077        -137.35551765
    8600          55.32733200          17.64646860        -154.98655138        -137.34008279
    8700          49.38222652          15.75029697        -153.05890069        -137.30860372
    8800          55.91410703          17.83361854        -155.16948388        -137.33586534
    8900          55.05258864          17.55884011        -154.96542338        -137.40658326
    9000          53.33593501          17.01131915        -154.38969484        -137.37837569
    9100          57.77787075          18.42805978        -155.74058432        -137.31252453
    9200          53.40062035          17.03195032        -154.36012747        -137.32817715
    9300          52.34431598          16.69504555        -154.01130951        -137.31626395
    9400          50.60174951          16.13925977        -153.49057160        -137.35131183
    9500          54.86676210          17.49957136        -154.92564105        -137.42606969
    9600          52.48992077          16.74148572        -154.13984777        -137.39836205
    9700          51.16265150          16.31815760        -153.64604334        -137.32788574
    9800          49.99936433          15.94713102        -153.32163447        -137.37450345
    9900          53.58325599          17.09020135        -154.46903684        -137.37883548
   10000          53.71177820          17.13119309        -154.45114573        -137.31995265
Simulation Done. Run time: 0.9556691647s
Running with OpenMPI using 2 process
LJMD version 1.300
Startup time: 0.0024778843s
Starting simulation with 108 atoms for 10000 steps.
     NFI            TEMP            EKIN                 EPOT              ETOT
       0          72.64160016          23.16879686        -160.48438434        -137.31558748
     100          65.43323663          20.86971328        -158.26635748        -137.39664420
     200          59.79291673          19.07075200        -156.47936252        -137.40861052
     300          57.64514280          18.38572665        -155.78652892        -137.40080228
     400          60.30123889          19.23287966        -156.54009116        -137.30721150
     500          61.72762728          19.68782150        -157.10161687        -137.41379537
     600          57.14347223          18.22572049        -155.66135485        -137.43563437
     700          59.33906643          18.92599796        -156.26728969        -137.34129173
     800          59.75647587          19.05912931        -156.36554426        -137.30641495
     900          54.35607344          17.33668891        -154.79957079        -137.46288188
    1000          58.38087656          18.62038648        -155.96230669        -137.34192021
    1100          59.80933564          19.07598876        -156.35932099        -137.28333224
    1200          59.35800355          18.93203789        -156.26587665        -137.33383876
    1300          62.28306286          19.86497583        -157.10909906        -137.24412324
    1400          56.93168792          18.15817258        -155.44501733        -137.28684474
    1500          58.26383349          18.58305599        -155.91700555        -137.33394956
    1600          57.40448498          18.30896964        -155.68941538        -137.38044574
    1700          62.93329516          20.07236526        -157.42260553        -137.35024027
    1800          53.45890134          17.05053885        -154.52525666        -137.47471781
    1900          59.48052540          18.97111582        -156.30527788        -137.33416206
    2000          62.75114395          20.01426874        -157.30132634        -137.28705761
    2100          57.86465886          18.45574056        -155.66814504        -137.21240447
    2200          60.48709290          19.29215718        -156.59447068        -137.30231349
    2300          53.81193894          17.16313902        -154.43944722        -137.27630821
    2400          59.52572195          18.98553111        -156.33952787        -137.35399675
    2500          58.92686577          18.79452793        -156.03041538        -137.23588745
    2600          61.65941056          19.66606400        -156.94491183        -137.27884783
    2700          58.81987816          18.76040458        -156.07031129        -137.30990671
    2800          53.15475446          16.95353221        -154.26693033        -137.31339812
    2900          54.95193268          17.52673623        -154.82877237        -137.30203614
    3000          55.99963554          17.86089758        -155.23428950        -137.37339193
    3100          56.97369993          18.17157218        -155.46229992        -137.29072774
    3200          54.82661062          17.48676518        -154.82426032        -137.33749514
    3300          58.17829055          18.55577235        -155.99088340        -137.43511105
    3400          57.28774787          18.27173672        -155.64133339        -137.36959667
    3500          55.43540807          17.68093910        -155.09610875        -137.41516965
    3600          55.08700091          17.56981579        -155.00138025        -137.43156445
    3700          56.84785404          18.13143405        -155.56335835        -137.43192431
    3800          51.62425306          16.46538388        -153.98194906        -137.51656518
    3900          52.18934390          16.64561773        -154.10758445        -137.46196673
    4000          52.04604896          16.59991428        -153.99288220        -137.39296792
    4100          56.74527476          18.09871673        -155.56960183        -137.47088510
    4200          51.99305295          16.58301138        -154.04116370        -137.45815232
    4300          51.52246246          16.43291811        -153.89537300        -137.46245489
    4400          53.07225909          16.92722059        -154.36677296        -137.43955237
    4500          55.29699312          17.63679211        -155.00598088        -137.36918877
    4600          50.49798509          16.10616446        -153.47122168        -137.36505722
    4700          54.78938875          17.47489339        -154.82037732        -137.34548393
    4800          51.48178964          16.41994565        -153.86353644        -137.44359079
    4900          44.23898422          14.10987694        -151.46210129        -137.35222435
    5000          52.36546674          16.70179152        -154.09158865        -137.38979713
    5100          52.04474174          16.59949735        -153.96948246        -137.36998511
    5200          49.60359099          15.82090043        -153.20557901        -137.38467858
    5300          52.40457638          16.71426541        -154.08347303        -137.36920762
    5400          53.50212446          17.06432472        -154.41398895        -137.34966423
    5500          51.53146358          16.43578899        -153.84375670        -137.40796771
    5600          50.16065602          15.99857447        -153.34854801        -137.34997353
    5700          48.44387682          15.45101345        -152.79586482        -137.34485137
    5800          60.54276309          19.30991301        -156.81293486        -137.50302186
    5900          53.21900918          16.97402604        -154.38623780        -137.41221176
    6000          49.88191070          15.90966958        -153.31731844        -137.40764886
    6100          50.88906561          16.23089829        -153.58068058        -137.34978230
    6200          52.84606608          16.85507708        -154.27132536        -137.41624828
    6300          47.98495721          15.30464257        -152.69686631        -137.39222374
    6400          48.61944784          15.50701125        -152.83676174        -137.32975049
    6500          50.01431754          15.95190030        -153.38730862        -137.43540832
    6600          52.03802958          16.59735653        -153.97095742        -137.37360089
    6700          53.32979840          17.00936190        -154.41800665        -137.40864475
    6800          52.55147025          16.76111672        -154.06809515        -137.30697842
    6900          52.38428608          16.70779388        -154.03414165        -137.32634777
    7000          53.54124422          17.07680184        -154.47824021        -137.40143837
    7100          50.05957113          15.96633378        -153.40974215        -137.44340837
    7200          51.73461429          16.50058323        -153.92477597        -137.42419274
    7300          51.30787323          16.36447559        -153.76883643        -137.40436084
    7400          54.66266285          17.43447458        -154.84694036        -137.41246577
    7500          48.05258313          15.32621163        -152.74132949        -137.41511785
    7600          55.00436968          17.54346084        -154.93219229        -137.38873145
    7700          52.05080260          16.60143044        -153.92315170        -137.32172127
    7800          51.69423099          16.48770311        -153.79782908        -137.31012597
    7900          50.18906132          16.00763425        -153.34868220        -137.34104795
    8000          52.81273987          16.84444780        -154.26366440        -137.41921660
    8100          45.57225272          14.53511849        -151.99735922        -137.46224073
    8200          53.01230853          16.90809956        -154.31162804        -137.40352848
    8300          46.98431989          14.98549262        -152.26767244        -137.28217982
    8400          50.84610036          16.21719466        -153.47257003        -137.25537537
    8500          49.72540045          15.85975116        -153.09914657        -137.23939541
    8600          46.44055269          14.81205988        -152.12543291        -137.31337303
    8700          51.99867744          16.58480529        -154.00091750        -137.41611221
    8800          55.24836270          17.62128160        -155.05742786        -137.43614626
    8900          47.80786071          15.24815823        -152.59674593        -137.34858770
    9000          53.28290901          16.99440668        -154.44574048        -137.45133380
    9100          52.16115145          16.63662584        -153.97001143        -137.33338559
    9200          51.28351395          16.35670627        -153.76053647        -137.40383020
    9300          49.81077695          15.88698170        -153.26409721        -137.37711551
    9400          50.74728144          16.18567670        -153.57509736        -137.38942066
    9500          48.33307052          15.41567215        -152.86294240        -137.44727024
    9600          51.21224314          16.33397469        -153.74645010        -137.41247541
    9700          49.28052275          15.71785889        -153.17334602        -137.45548713
    9800          55.06842567          17.56389128        -154.94536459        -137.38147331
    9900          49.13247299          15.67063891        -153.08628455        -137.41564563
   10000          51.69448855          16.48778526        -153.89146657        -137.40368131
Simulation Done. Run time: 0.6960499287s
Running with OpenMPI using 4 process
LJMD version 1.300
Startup time: 0.0086598396s
Starting simulation with 108 atoms for 10000 steps.
     NFI            TEMP            EKIN                 EPOT              ETOT
       0          72.64160016          23.16879686        -160.48438434        -137.31558748
     100          65.43323663          20.86971328        -158.26635748        -137.39664420
     200          59.79291673          19.07075200        -156.47936252        -137.40861052
     300          57.64514280          18.38572665        -155.78652892        -137.40080228
     400          60.30123889          19.23287966        -156.54009116        -137.30721150
     500          61.72762728          19.68782150        -157.10161687        -137.41379537
     600          57.14347223          18.22572049        -155.66135485        -137.43563437
     700          59.33906643          18.92599796        -156.26728969        -137.34129173
     800          59.75647587          19.05912931        -156.36554426        -137.30641495
     900          54.35607344          17.33668891        -154.79957079        -137.46288188
    1000          58.38087656          18.62038648        -155.96230669        -137.34192021
    1100          59.80933564          19.07598876        -156.35932099        -137.28333224
    1200          59.35800355          18.93203789        -156.26587665        -137.33383876
    1300          62.28306286          19.86497583        -157.10909906        -137.24412324
    1400          56.93168792          18.15817258        -155.44501733        -137.28684474
    1500          58.26383349          18.58305599        -155.91700555        -137.33394956
    1600          57.40448498          18.30896964        -155.68941538        -137.38044574
    1700          62.93329516          20.07236526        -157.42260553        -137.35024027
    1800          53.45890134          17.05053885        -154.52525666        -137.47471781
    1900          59.48052540          18.97111582        -156.30527788        -137.33416206
    2000          62.75114394          20.01426874        -157.30132634        -137.28705761
    2100          57.86465886          18.45574056        -155.66814504        -137.21240447
    2200          60.48709290          19.29215718        -156.59447068        -137.30231349
    2300          53.81193893          17.16313902        -154.43944722        -137.27630821
    2400          59.52572192          18.98553110        -156.33952786        -137.35399675
    2500          58.92686581          18.79452794        -156.03041540        -137.23588746
    2600          61.65941059          19.66606401        -156.94491184        -137.27884783
    2700          58.81987816          18.76040458        -156.07031129        -137.30990671
    2800          53.15475448          16.95353222        -154.26693034        -137.31339812
    2900          54.95193308          17.52673636        -154.82877250        -137.30203614
    3000          55.99963557          17.86089758        -155.23428952        -137.37339193
    3100          56.97369840          18.17157169        -155.46229941        -137.29072773
    3200          54.82660674          17.48676394        -154.82425906        -137.33749512
    3300          58.17829414          18.55577349        -155.99088455        -137.43511105
    3400          57.28761484          18.27169429        -155.64132277        -137.36962848
    3500          55.43528420          17.68089959        -155.09613871        -137.41523911
    3600          55.08689653          17.56978250        -155.00142556        -137.43164306
    3700          56.84786441          18.13143735        -155.56344158        -137.43200423
    3800          51.62373701          16.46521929        -153.98185362        -137.51663433
    3900          52.18989156          16.64579240        -154.10783135        -137.46203895
    4000          52.04640450          16.60002768        -153.99304586        -137.39301818
    4100          56.74141709          18.09748634        -155.56835821        -137.47087188
    4200          51.99664768          16.58415791        -154.04230613        -137.45814822
    4300          51.52646345          16.43419421        -153.89658481        -137.46239060
    4400          53.08724956          16.93200175        -154.37538544        -137.44338369
    4500          55.29026294          17.63464554        -154.99562802        -137.36098247
    4600          50.51146624          16.11046422        -153.47861935        -137.36815512
    4700          54.84373486          17.49222690        -154.83263195        -137.34040505
    4800          51.58868990          16.45404113        -153.90800430        -137.45396317
    4900          44.21933301          14.10360925        -151.44215448        -137.33854523
    5000          51.43461056          16.40489804        -153.82792813        -137.42303009
    5100          51.53157427          16.43582429        -153.87016956        -137.43434527
    5200          52.12109471          16.62384987        -153.93658119        -137.31273132
    5300          55.31411656          17.64225358        -155.02922904        -137.38697546
    5400          51.36089253          16.38138592        -153.72524824        -137.34386232
    5500          51.13940484          16.31074315        -153.67812691        -137.36738375
    5600          50.83260271          16.21288963        -153.53008932        -137.31719969
    5700          53.61170408          17.09927478        -154.54146712        -137.44219235
    5800          53.74899743          17.14306403        -154.54971135        -137.40664731
    5900          53.49511607          17.06208942        -154.45687215        -137.39478273
    6000          55.56766072          17.72312064        -155.06325492        -137.34013427
    6100          52.28908838          16.67743090        -154.06409469        -137.38666379
    6200          52.79917808          16.84012231        -154.30152281        -137.46140050
    6300          55.40303541          17.67061395        -155.03436478        -137.36375083
    6400          57.57194579          18.36238070        -155.69129587        -137.32891517
    6500          47.93038312          15.28723634        -152.61568173        -137.32844538
    6600          51.85102369          16.53771162        -153.95199621        -137.41428459
    6700          53.48629122          17.05927476        -154.44198074        -137.38270598
    6800          52.23111323          16.65893991        -154.03806753        -137.37912761
    6900          54.61742341          17.42004561        -154.81073157        -137.39068596
    7000          50.54110785          16.11991832        -153.50676421        -137.38684590
    7100          52.33328888          16.69152850        -154.07434595        -137.38281745
    7200          53.23521779          16.97919573        -154.27340649        -137.29421076
    7300          49.90675655          15.91759408        -153.33242183        -137.41482775
    7400          51.11756719          16.30377811        -153.67207255        -137.36829444
    7500          54.35985249          17.33789423        -154.78055454        -137.44266031
    7600          50.53849239          16.11908413        -153.54555329        -137.42646916
    7700          52.76475479          16.82914311        -154.30661922        -137.47747611
    7800          53.53749586          17.07560631        -154.38845671        -137.31285040
    7900          53.22539069          16.97606141        -154.39522314        -137.41916174
    8000          52.08157129          16.61124401        -154.03811430        -137.42687029
    8100          52.33648698          16.69254852        -154.13035467        -137.43780615
    8200          57.31479589          18.28036360        -155.66012914        -137.37976554
    8300          52.66391804          16.79698157        -154.21620365        -137.41922208
    8400          53.66847923          17.11738302        -154.57151654        -137.45413352
    8500          52.29479138          16.67924985        -154.03620151        -137.35695167
    8600          49.61659315          15.82504743        -153.25551678        -137.43046936
    8700          48.51555100          15.47387369        -152.88789955        -137.41402585
    8800          50.14129668          15.99239987        -153.35334001        -137.36094014
    8900          52.96079155          16.89166839        -154.28664736        -137.39497898
    9000          51.80735833          16.52378470        -153.84836122        -137.32457653
    9100          48.45279794          15.45385881        -152.75183827        -137.29797946
    9200          49.43015757          15.76558442        -153.03626796        -137.27068354
    9300          49.14549950          15.67479368        -152.92935740        -137.25456372
    9400          51.30611244          16.36391399        -153.62288727        -137.25897328
    9500          55.12224145          17.58105565        -154.88283786        -137.30178221
    9600          53.55567448          17.08140432        -154.51168493        -137.43028061
    9700          49.62314487          15.82713708        -153.30906022        -137.48192315
    9800          57.04559021          18.19450134        -155.71559589        -137.52109455
    9900          49.61054657          15.82311889        -153.17503242        -137.35191353
   10000          49.58427096          15.81473837        -153.10496077        -137.29022239
Simulation Done. Run time: 0.3200571537s
Running with OpenMPI using 8 process
LJMD version 1.300
Startup time: 0.0110890865s
Starting simulation with 108 atoms for 10000 steps.
     NFI            TEMP            EKIN                 EPOT              ETOT
       0          72.64160016          23.16879686        -160.48438434        -137.31558748
     100          65.43323663          20.86971328        -158.26635748        -137.39664420
     200          59.79291673          19.07075200        -156.47936252        -137.40861052
     300          57.64514280          18.38572665        -155.78652892        -137.40080228
     400          60.30123889          19.23287966        -156.54009116        -137.30721150
     500          61.72762728          19.68782150        -157.10161687        -137.41379537
     600          57.14347223          18.22572049        -155.66135485        -137.43563437
     700          59.33906643          18.92599796        -156.26728969        -137.34129173
     800          59.75647587          19.05912931        -156.36554426        -137.30641495
     900          54.35607344          17.33668891        -154.79957079        -137.46288188
    1000          58.38087656          18.62038648        -155.96230669        -137.34192021
    1100          59.80933564          19.07598876        -156.35932099        -137.28333224
    1200          59.35800355          18.93203789        -156.26587665        -137.33383876
    1300          62.28306286          19.86497583        -157.10909906        -137.24412324
    1400          56.93168792          18.15817258        -155.44501733        -137.28684474
    1500          58.26383349          18.58305599        -155.91700555        -137.33394956
    1600          57.40448498          18.30896964        -155.68941538        -137.38044574
    1700          62.93329516          20.07236526        -157.42260553        -137.35024027
    1800          53.45890134          17.05053885        -154.52525666        -137.47471781
    1900          59.48052540          18.97111582        -156.30527788        -137.33416206
    2000          62.75114395          20.01426874        -157.30132634        -137.28705761
    2100          57.86465886          18.45574056        -155.66814504        -137.21240447
    2200          60.48709290          19.29215718        -156.59447068        -137.30231349
    2300          53.81193894          17.16313902        -154.43944722        -137.27630821
    2400          59.52572193          18.98553111        -156.33952786        -137.35399675
    2500          58.92686581          18.79452794        -156.03041539        -137.23588745
    2600          61.65941059          19.66606401        -156.94491184        -137.27884783
    2700          58.81987815          18.76040458        -156.07031129        -137.30990671
    2800          53.15475440          16.95353219        -154.26693031        -137.31339812
    2900          54.95193287          17.52673629        -154.82877243        -137.30203614
    3000          55.99963547          17.86089755        -155.23428948        -137.37339192
    3100          56.97369955          18.17157205        -155.46229978        -137.29072773
    3200          54.82661003          17.48676499        -154.82426011        -137.33749512
    3300          58.17829063          18.55577238        -155.99088341        -137.43511104
    3400          57.28761547          18.27169449        -155.64132292        -137.36962842
    3500          55.43527906          17.68089795        -155.09613697        -137.41523902
    3600          55.08690487          17.56978516        -155.00142805        -137.43164289
    3700          56.84772603          18.13139322        -155.56340307        -137.43200985
    3800          51.62385974          16.46525843        -153.98189726        -137.51663883
    3900          52.18964759          16.64571459        -154.10775652        -137.46204194
    4000          52.04662136          16.60009685        -153.99310788        -137.39301103
    4100          56.74295308          18.09797623        -155.56889346        -137.47091723
    4200          51.99555058          16.58380799        -154.04203269        -137.45822469
    4300          51.52481974          16.43366995        -153.89623571        -137.46256576
    4400          53.09208688          16.93354460        -154.37696535        -137.44342075
    4500          55.28517490          17.63302273        -154.99826155        -137.36523882
    4600          50.51939318          16.11299250        -153.47772687        -137.36473438
    4700          54.85327349          17.49526921        -154.83650975        -137.34124054
    4800          51.56902222          16.44776819        -153.90249158        -137.45472340
    4900          44.13962718          14.07818734        -151.42563305        -137.34744570
    5000          51.67977987          16.48309397        -153.92282115        -137.43972717
    5100          52.19494182          16.64740316        -154.05909061        -137.41168745
    5200          51.70649652          16.49161516        -153.83268879        -137.34107363
    5300          54.35438376          17.33614999        -154.74785443        -137.41170444
    5400          49.47040128          15.77842002        -153.12715755        -137.34873754
    5500          45.93409459          14.65052676        -151.92907226        -137.27854551
    5600          48.54237968          15.48243061        -152.80340018        -137.32096956
    5700          54.67952534          17.43985282        -154.86811801        -137.42826520
    5800          49.91234148          15.91937538        -153.30723133        -137.38785596
    5900          51.26289400          16.35012961        -153.59346916        -137.24333955
    6000          51.94004716          16.56610536        -153.86417969        -137.29807433
    6100          52.00498693          16.58681768        -154.01025213        -137.42343445
    6200          50.23832793          16.02334767        -153.42737997        -137.40403230
    6300          50.79831986          16.20195523        -153.58179928        -137.37984405
    6400          48.58502149          15.49603108        -152.82125161        -137.32522053
    6500          50.44609189          16.08961329        -153.39573893        -137.30612563
    6600          55.33787598          17.64983156        -155.12491400        -137.47508243
    6700          48.37236611          15.42820535        -152.86800124        -137.43979589
    6800          50.99168661          16.26362892        -153.74194845        -137.47831954
    6900          50.89116473          16.23156780        -153.65149001        -137.41992221
    7000          49.06511166          15.64915424        -152.97181033        -137.32265609
    7100          51.91253729          16.55733118        -153.91946053        -137.36212935
    7200          53.80718735          17.16162352        -154.68432346        -137.52269995
    7300          50.37824363          16.06797332        -153.48075271        -137.41277939
    7400          49.10335746          15.66135261        -153.06219512        -137.40084251
    7500          51.90298015          16.55428296        -153.99801102        -137.44372806
    7600          55.07026558          17.56447812        -154.94215944        -137.37768132
    7700          54.38392475          17.34557199        -154.79754411        -137.45197212
    7800          55.78414813          17.79216858        -155.20136879        -137.40920021
    7900          54.57995818          17.40809620        -154.79771915        -137.38962294
    8000          50.17887878          16.00438656        -153.45244693        -137.44806037
    8100          56.97757303          18.17280749        -155.60965967        -137.43685218
    8200          57.85497688          18.45265253        -155.83087258        -137.37822005
    8300          57.10531423          18.21355012        -155.61914051        -137.40559040
    8400          52.29873145          16.68050652        -154.16765780        -137.48715128
    8500          49.46342936          15.77619634        -153.25551269        -137.47931635
    8600          50.80382123          16.20370988        -153.59733767        -137.39362780
    8700          52.77000645          16.83081811        -154.29867336        -137.46785524
    8800          56.55677133          18.03859418        -155.54197001        -137.50337583
    8900          50.09370837          15.97722174        -153.45264881        -137.47542707
    9000          53.21178923          16.97172326        -154.47481469        -137.50309143
    9100          51.60208695          16.45831407        -153.95401126        -137.49569719
    9200          54.41983323          17.35702488        -154.71507987        -137.35805499
    9300          56.92215586          18.15513236        -155.53403193        -137.37889957
    9400          55.59592926          17.73213680        -155.05156997        -137.31943317
    9500          53.88798137          17.18739250        -154.65929230        -137.47189980
    9600          53.75613018          17.14533900        -154.50392644        -137.35858743
    9700          52.04880513          16.60079335        -153.98376238        -137.38296902
    9800          53.89888370          17.19086976        -154.53740779        -137.34653802
    9900          47.56506901          15.17072062        -152.52200238        -137.35128175
   10000          55.73293310          17.77583372        -155.13057578        -137.35474206
Simulation Done. Run time: 0.1476550102s
Running with OpenMPI using 16 process
LJMD version 1.300
Startup time: 0.0017268658s
Starting simulation with 108 atoms for 10000 steps.
     NFI            TEMP            EKIN                 EPOT              ETOT
       0          72.64160016          23.16879686        -160.48438434        -137.31558748
     100          65.43323663          20.86971328        -158.26635748        -137.39664420
     200          59.79291673          19.07075200        -156.47936252        -137.40861052
     300          57.64514280          18.38572665        -155.78652892        -137.40080228
     400          60.30123889          19.23287966        -156.54009116        -137.30721150
     500          61.72762728          19.68782150        -157.10161687        -137.41379537
     600          57.14347223          18.22572049        -155.66135485        -137.43563437
     700          59.33906643          18.92599796        -156.26728969        -137.34129173
     800          59.75647587          19.05912931        -156.36554426        -137.30641495
     900          54.35607344          17.33668891        -154.79957079        -137.46288188
    1000          58.38087656          18.62038648        -155.96230669        -137.34192021
    1100          59.80933564          19.07598876        -156.35932099        -137.28333224
    1200          59.35800355          18.93203789        -156.26587665        -137.33383876
    1300          62.28306286          19.86497583        -157.10909906        -137.24412324
    1400          56.93168792          18.15817258        -155.44501733        -137.28684474
    1500          58.26383349          18.58305599        -155.91700555        -137.33394956
    1600          57.40448498          18.30896964        -155.68941538        -137.38044574
    1700          62.93329516          20.07236526        -157.42260553        -137.35024027
    1800          53.45890134          17.05053885        -154.52525666        -137.47471781
    1900          59.48052540          18.97111582        -156.30527788        -137.33416206
    2000          62.75114395          20.01426874        -157.30132634        -137.28705761
    2100          57.86465887          18.45574057        -155.66814504        -137.21240447
    2200          60.48709291          19.29215718        -156.59447068        -137.30231349
    2300          53.81193893          17.16313902        -154.43944722        -137.27630821
    2400          59.52572193          18.98553111        -156.33952786        -137.35399675
    2500          58.92686585          18.79452795        -156.03041541        -137.23588746
    2600          61.65941058          19.66606401        -156.94491183        -137.27884783
    2700          58.81987814          18.76040458        -156.07031129        -137.30990671
    2800          53.15475436          16.95353218        -154.26693030        -137.31339812
    2900          54.95193309          17.52673636        -154.82877250        -137.30203614
    3000          55.99963497          17.86089739        -155.23428932        -137.37339192
    3100          56.97369903          18.17157189        -155.46229960        -137.29072772
    3200          54.82660818          17.48676440        -154.82425950        -137.33749511
    3300          58.17829629          18.55577418        -155.99088523        -137.43511105
    3400          57.28761048          18.27169290        -155.64132139        -137.36962849
    3500          55.43527391          17.68089631        -155.09613536        -137.41523905
    3600          55.08690522          17.56978527        -155.00142810        -137.43164283
    3700          56.84774083          18.13139794        -155.56340765        -137.43200971
    3800          51.62382078          16.46524601        -153.98188470        -137.51663869
    3900          52.18979753          16.64576241        -154.10778525        -137.46202284
    4000          52.04684200          16.60016722        -153.99317202        -137.39300480
    4100          56.74195248          18.09765710        -155.56856704        -137.47090994
    4200          51.99732076          16.58437258        -154.04257132        -137.45819873
